Name,Powerstate,CPU,RAM,NICs,Disks,SpaceGB,OS
dca-pro1479,poweredOn,4,16,1,1,66,Microsoft Windows Server 2012 (64-bit)
dca-pro1483,poweredOn,4,16,1,1,66,Microsoft Windows Server 2012 (64-bit)
dca-pro1490,poweredOn,4,32,1,2,132,Microsoft Windows Server 2012 (64-bit)
dca-pro1491,poweredOn,4,32,1,6,322,Microsoft Windows Server 2012 (64-bit)
dca-pro1493,poweredOn,2,8,1,2,108,Microsoft Windows Server 2012 (64-bit)
dca-pro1494,poweredOn,1,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro1495,poweredOn,8,32,1,2,532,Microsoft Windows Server 2012 (64-bit)
dca-pro1496,poweredOn,2,16,1,2,266,Microsoft Windows Server 2012 (64-bit)
dca-pro1499,poweredOn,4,128,1,2,278,Microsoft Windows Server 2012 (64-bit)
dca-pro1500,poweredOn,4,128,1,2,278,Microsoft Windows Server 2012 (64-bit)
dca-pro1501,poweredOn,4,128,1,2,278,Microsoft Windows Server 2012 (64-bit)
dca-pro1502,poweredOn,4,128,1,2,278,Microsoft Windows Server 2012 (64-bit)
dca-pro1503,poweredOn,4,128,1,2,278,Microsoft Windows Server 2012 (64-bit)
dca-pro1504,poweredOn,4,128,1,2,278,Microsoft Windows Server 2012 (64-bit)
dca-pro1505,poweredOn,4,32,1,6,"1,910",Microsoft Windows Server 2012 (64-bit)
dca-pro1506,poweredOn,4,32,1,6,"1,386",Microsoft Windows Server 2012 (64-bit)
dca-pro1507,poweredOn,4,32,1,6,"1,386",Microsoft Windows Server 2012 (64-bit)
dca-pro1508,poweredOn,4,32,1,6,"1,386",Microsoft Windows Server 2012 (64-bit)
dca-pro1509,poweredOn,4,32,1,6,"1,386",Microsoft Windows Server 2012 (64-bit)
dca-pro1512,poweredOn,4,8,1,6,368,Microsoft Windows Server 2012 (64-bit)
dca-pro1513,poweredOn,2,8,1,2,258,Microsoft Windows Server 2012 (64-bit)
dca-pro1514,poweredOn,2,8,1,2,258,Microsoft Windows Server 2012 (64-bit)
dca-pro1515,poweredOn,2,16,1,2,266,Microsoft Windows Server 2012 (64-bit)
dca-pro1516,poweredOn,2,16,1,2,258,Microsoft Windows Server 2012 (64-bit)
dca-pro1517,poweredOn,2,8,1,2,258,Microsoft Windows Server 2012 (64-bit)
dca-pro1518,poweredOn,2,8,1,2,258,Microsoft Windows Server 2012 (64-bit)
dca-pro1519,poweredOn,4,16,1,2,266,Microsoft Windows Server 2012 (64-bit)
dca-pro1520,poweredOn,2,8,1,2,258,Microsoft Windows Server 2012 (64-bit)
dca-pro1523,poweredOn,8,8,1,2,108,Microsoft Windows Server 2012 (64-bit)
dca-pro1524,poweredOn,8,8,1,2,108,Microsoft Windows Server 2012 (64-bit)
dca-pro1527,poweredOn,12,64,1,4,499,Microsoft Windows Server 2012 (64-bit)
dca-pro1528,poweredOn,12,64,1,4,499,Microsoft Windows Server 2012 (64-bit)
dca-pro1529,poweredOn,12,48,1,2,223,Microsoft Windows Server 2012 (64-bit)
dca-pro1530,poweredOn,12,48,1,2,223,Microsoft Windows Server 2012 (64-bit)
dca-pro1531,poweredOn,12,32,1,2,207,Microsoft Windows Server 2012 (64-bit)
dca-pro1532,poweredOn,12,32,1,2,207,Microsoft Windows Server 2012 (64-bit)
dca-pro1533,poweredOn,2,8,1,2,168,Microsoft Windows Server 2012 (64-bit)
dca-pro1534,poweredOn,4,8,1,2,408,Microsoft Windows Server 2012 (64-bit)
dca-pro1544,poweredOn,8,32,1,2,282,Microsoft Windows Server 2012 (64-bit)
dca-pro1545,poweredOn,2,8,1,6,308,Microsoft Windows Server 2012 (64-bit)
dca-pro1547,poweredOn,8,16,1,2,166,Microsoft Windows Server 2012 (64-bit)
dca-pro1548,poweredOn,8,16,1,2,166,Microsoft Windows Server 2012 (64-bit)
dca-pro1549,poweredOn,2,8,1,2,258,Microsoft Windows Server 2012 (64-bit)
dca-pro1550,poweredOn,2,4,1,2,204,Microsoft Windows Server 2012 (64-bit)
dca-pro1556,poweredOn,4,16,1,2,266,Microsoft Windows Server 2012 (64-bit)
dca-pro1557,poweredOn,2,8,1,2,108,Microsoft Windows Server 2012 (64-bit)
dca-pro1558,poweredOn,8,128,1,2,348,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro1559,poweredOn,8,128,1,2,348,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro1563,poweredOn,2,4,1,2,104,Microsoft Windows Server 2012 (64-bit)
dca-pro172,poweredOn,2,1,2,3,154,Microsoft Windows 2000
dca-pro210,poweredOn,2,4,2,2,154,Microsoft Windows Server 2003 (32-bit)
dca-pro211,poweredOn,2,4,2,3,136,Microsoft Windows Server 2003 (32-bit)
dca-pro401,poweredOn,2,16,1,2,166,Microsoft Windows Server 2012 (64-bit)
dca-pro402,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro403,poweredOn,2,16,1,2,166,Microsoft Windows Server 2012 (64-bit)
dca-pro404,poweredOn,2,16,1,2,166,Microsoft Windows Server 2012 (64-bit)
dca-pro405,poweredOn,2,16,1,2,166,Microsoft Windows Server 2012 (64-bit)
dca-pro406,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro413,poweredOn,2,16,1,2,166,Microsoft Windows Server 2012 (64-bit)
dca-pro414,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro415,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro416,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro417,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro418,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro419,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro420,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro421,poweredOn,2,16,1,2,166,Microsoft Windows Server 2012 (64-bit)
dca-pro422,poweredOn,2,16,1,2,166,Microsoft Windows Server 2012 (64-bit)
dca-pro423,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro430,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro431,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-pro445,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro446,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro447,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro452,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro453,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro454,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro455,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro456,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro457,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro458,poweredOn,6,24,2,4,"3,535",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro459,poweredOn,8,24,2,2,174,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro460,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro461,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro462,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro463,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro464,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro465,poweredOn,8,24,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro5012,poweredOn,2,8,1,6,318,Microsoft Windows Server 2012 (64-bit)
dca-pro5014,poweredOn,2,8,1,6,298,Microsoft Windows Server 2012 (64-bit)
dca-pro5016,poweredOn,4,16,1,6,286,Microsoft Windows Server 2012 (64-bit)
dca-pro5070,poweredOn,1,4,1,2,64,Microsoft Windows Server 2012 (64-bit)
dca-pro510,poweredOff,1,4,0,0,5,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro511,poweredOff,1,4,0,0,5,
dca-pro512,poweredOff,1,4,0,0,5,Microsoft Windows 7 (64-bit)
dca-pro513,poweredOff,1,4,0,0,5,
dca-pro518,poweredOn,2,4,1,2,104,Microsoft Windows XP Professional (32-bit)
dca-pro600,poweredOn,8,12,2,2,192,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro601,poweredOn,8,16,2,6,961,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro610,poweredOn,2,4,2,2,135,Microsoft Windows Server 2003 (32-bit)
dca-pro612,poweredOn,2,6,2,6,516,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro613,poweredOn,2,6,2,6,"1,416",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro615,poweredOn,2,6,2,2,96,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro617,poweredOn,4,8,2,3,74,Microsoft Windows Server 2003 (32-bit)
dca-pro622,poweredOn,2,4,2,5,234,Microsoft Windows Server 2003 (32-bit)
dca-pro630,poweredOn,2,4,2,2,115,Microsoft Windows Server 2003 (32-bit)
dca-pro631,poweredOff,2,4,2,2,215,Microsoft Windows Server 2003 (32-bit)
dca-pro633,poweredOn,4,8,3,2,138,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro635,poweredOff,2,2,2,2,73,Microsoft Windows Server 2003 (32-bit)
dca-pro636,poweredOff,2,2,2,2,73,Microsoft Windows Server 2003 (32-bit)
dca-pro641,poweredOn,1,4,2,2,554,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro643,poweredOn,2,2,2,2,98,Microsoft Windows Server 2003 (32-bit)
dca-pro645,poweredOn,1,4,2,2,754,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro648,poweredOn,1,4,2,2,104,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro654,poweredOn,24,16,2,2,211,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro655,poweredOn,24,16,2,2,211,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro665,poweredOn,2,4,2,2,215,Microsoft Windows Server 2003 (32-bit)
dca-pro667,poweredOn,2,2,2,2,153,Microsoft Windows Server 2003 (32-bit)
dca-pro670,poweredOn,2,2,2,2,88,Microsoft Windows Server 2003 (32-bit)
dca-pro671,poweredOn,2,4,2,3,102,Microsoft Windows Server 2008 (32-bit)
dca-pro672,poweredOn,2,12,2,4,"1,487",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro677,poweredOff,2,4,2,6,159,
dca-pro679,poweredOn,1,4,2,2,74,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro680,poweredOn,1,4,2,2,74,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro684,poweredOn,4,4,2,2,74,Microsoft Windows Server 2012 (64-bit)
dca-pro685,poweredOn,4,16,1,3,571,Microsoft Windows Server 2003 (32-bit)
dca-pro690,poweredOn,1,1,2,5,101,Microsoft Windows Server 2003 (32-bit)
dca-pro693,poweredOn,2,4,3,3,79,Microsoft Windows Server 2003 (32-bit)
dca-pro693-A,poweredOn,2,4,1,2,204,Microsoft Windows Server 2012 (64-bit)
dca-pro695,poweredOn,1,2,1,1,52,Microsoft Windows Server 2012 (64-bit)
dca-pro695-OLD,poweredOff,1,2,2,2,73,Microsoft Windows Server 2003 (32-bit)
dca-pro697,poweredOn,2,2,2,2,83,Microsoft Windows Server 2003 (32-bit)
dca-pro698,poweredOn,2,6,2,2,57,Microsoft Windows Server 2003 (32-bit)
dca-pro702,poweredOn,1,8,2,3,528,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro704,poweredOff,2,4,2,2,125,
dca-pro707,poweredOff,2,4,2,2,85,Microsoft Windows Server 2003 (32-bit)
dca-pro716,poweredOn,2,2,2,2,33,Microsoft Windows Server 2003 (32-bit)
dca-pro718,poweredOn,2,4,2,2,254,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro720,poweredOn,1,4,2,2,64,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro722,poweredOn,2,4,2,2,285,Microsoft Windows Server 2003 (32-bit)
dca-pro723,poweredOn,2,4,2,2,131,Microsoft Windows Server 2003 (32-bit)
dca-pro724,poweredOn,2,4,2,2,75,Microsoft Windows Server 2003 (32-bit)
dca-pro726,poweredOn,2,8,2,2,159,Microsoft Windows Server 2003 (64-bit)
dca-pro727,poweredOn,2,8,2,2,139,Microsoft Windows Server 2003 (64-bit)
dca-pro728,poweredOff,4,12,1,2,613,
dca-pro731,poweredOn,1,4,2,2,84,Microsoft Windows Server 2008 (32-bit)
dca-pro733,poweredOn,2,16,2,2,277,Microsoft Windows Server 2003 (64-bit)
dca-pro734,poweredOn,2,16,2,2,207,Microsoft Windows Server 2003 (64-bit)
dca-pro735,poweredOn,1,8,2,2,258,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro741,poweredOn,4,12,2,2,182,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro742,poweredOn,4,12,2,4,887,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro744,poweredOn,4,32,2,2,482,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro746,poweredOn,4,8,2,2,128,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro747,poweredOn,4,16,2,2,176,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro748,poweredOn,2,8,2,2,108,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro749,poweredOn,2,8,2,2,88,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro752,poweredOn,1,4,2,2,64,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro753,poweredOn,4,4,2,2,74,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro754,poweredOn,4,4,2,2,74,Microsoft Windows Server 2008 (32-bit)
dca-pro755,poweredOn,2,8,2,4,258,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro757,poweredOn,4,8,2,2,208,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro758,poweredOn,4,20,1,5,620,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro762,poweredOn,4,16,2,2,116,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro763,poweredOn,6,16,2,4,"2,016",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro764,poweredOn,6,16,2,3,"2,114",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro765,poweredOn,4,16,2,2,291,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro767,poweredOn,4,16,2,4,"2,900",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro768,poweredOn,4,16,2,4,"2,540",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro769,poweredOn,4,16,2,4,"2,490",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro770,poweredOn,4,16,2,4,"2,540",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro771,poweredOn,4,16,2,4,"2,590",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro772,poweredOn,4,16,2,4,"2,510",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro773,poweredOn,4,16,2,4,"2,807",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro774,poweredOff,1,4,2,2,304,
dca-pro775,poweredOn,1,4,2,2,234,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro776,poweredOn,1,4,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro781,poweredOn,4,12,2,2,192,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro785,poweredOn,4,4,3,2,264,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro786,poweredOn,4,4,3,2,264,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro791,poweredOn,2,4,2,2,159,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro793,poweredOn,1,4,2,3,153,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro794,poweredOn,1,4,2,2,104,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro795,poweredOn,2,4,2,2,104,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro798,poweredOn,2,8,2,2,158,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro799,poweredOn,4,24,2,2,444,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro800,poweredOn,2,2,2,2,73,Microsoft Windows Server 2003 (32-bit)
dca-pro801,poweredOn,1,4,2,3,204,Microsoft Windows Server 2003 (32-bit)
dca-pro802,poweredOn,2,6,2,3,"1,685",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro803,poweredOn,1,4,2,2,70,Microsoft Windows Server 2003 (32-bit)
dca-pro805,poweredOff,2,4,2,2,55,Microsoft Windows Server 2003 Standard (32-bit)
dca-pro809,poweredOn,4,8,2,2,249,Microsoft Windows Server 2003 (32-bit)
dca-pro811,poweredOn,2,2,2,2,73,Microsoft Windows Server 2003 (32-bit)
dca-pro813,poweredOn,2,2,2,2,73,Microsoft Windows Server 2003 (32-bit)
dca-pro814,poweredOn,2,4,2,2,134,Microsoft Windows Server 2003 (32-bit)
dca-pro814-a,poweredOn,2,4,1,2,204,Microsoft Windows Server 2012 (64-bit)
dca-pro815,poweredOn,2,4,2,2,155,Microsoft Windows Server 2003 (32-bit)
dca-pro815-a,poweredOn,2,4,1,2,104,Microsoft Windows Server 2012 (64-bit)
dca-pro817,poweredOn,2,4,2,2,85,Microsoft Windows Server 2003 (32-bit)
dca-pro818,poweredOn,2,2,2,2,53,Microsoft Windows Server 2003 (32-bit)
dca-pro827,poweredOn,2,2,2,2,208,Microsoft Windows Server 2003 (32-bit)
dca-pro828,poweredOn,2,10,2,2,90,Microsoft Windows Server 2003 (32-bit)
dca-pro829,poweredOn,2,10,2,2,120,Microsoft Windows Server 2003 (32-bit)
dca-pro833,poweredOn,2,2,2,2,273,Microsoft Windows Server 2003 (32-bit)
dca-pro834,poweredOn,2,2,2,2,53,Microsoft Windows Server 2003 (32-bit)
dca-pro837,poweredOff,2,4,2,2,64,Microsoft Windows Server 2003 (32-bit)
dca-pro838,poweredOn,4,16,2,2,126,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro839,poweredOn,2,2,2,2,102,Microsoft Windows Server 2003 (32-bit)
dca-pro861,poweredOn,3,12,2,2,112,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro862,poweredOn,1,4,2,2,104,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro866,poweredOn,2,8,2,2,158,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro867,poweredOn,2,8,2,2,158,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro870,poweredOn,1,4,2,2,134,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro872,poweredOn,2,8,2,2,108,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro873,poweredOn,4,16,2,4,"2,500",Microsoft Windows Server 2008 R2 (64-bit)
dca-pro874,poweredOn,2,12,2,2,312,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro875,poweredOn,2,8,2,3,458,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro876,poweredOn,2,4,2,2,94,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro877,poweredOn,2,8,2,2,288,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro884,poweredOn,2,8,2,2,288,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro887,poweredOn,2,4,2,2,94,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro888,poweredOn,2,4,2,2,94,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro889,poweredOn,2,4,2,2,94,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro890,poweredOn,2,4,2,2,94,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro902,poweredOn,2,8,2,2,448,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro903,poweredOn,1,4,2,2,74,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro905,poweredOn,1,6,2,2,76,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro906,poweredOn,4,8,2,2,158,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro907,poweredOn,4,8,2,2,158,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro908,poweredOn,4,8,2,2,158,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro909,poweredOn,4,8,2,2,158,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro910,poweredOn,2,10,2,6,455,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro913,poweredOn,2,6,2,6,336,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro914,poweredOn,2,8,2,2,88,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro916,poweredOn,2,6,2,6,426,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro918,poweredOn,2,8,2,2,158,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro930,poweredOn,4,8,2,2,408,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro931,poweredOn,2,12,2,6,432,Microsoft Windows Server 2008 R2 (64-bit)
dca-pro932,poweredOn,4,24,2,6,"1,269",Microsoft Windows Server 2008 R2 (64-bit)
